ARK | Intel® Product Specification Comparison
01/25/2024 11:24:01 AM
 ,Intel Atom® Processor Z3480 ,Intel Atom® Processor Z3460 ,Intel® Core™ i5-4260U Processor ,Intel® Core™ i5-4360U Processor ,Intel® Xeon® Processor E7-2850 v2 ,Intel® Xeon® Processor E7-2870 v2 ,Intel® Xeon® Processor E7-2880 v2 ,Intel® Xeon® Processor E7-2890 v2 ,Intel® Xeon® Processor E7-4809 v2 ,Intel® Xeon® Processor E7-4820 v2 ,Intel® Xeon® Processor E7-4830 v2 ,Intel® Xeon® Processor E7-4850 v2 ,Intel® Xeon® Processor E7-4860 v2 ,Intel® Xeon® Processor E7-4870 v2 ,Intel® Xeon® Processor E7-4890 v2 ,Intel® Xeon® Processor E7-8850 v2 ,Intel® Xeon® Processor E7-8857 v2 ,Intel® Xeon® Processor E7-8870 v2 ,Intel® Xeon® Processor E7-8880L v2 ,Intel® Xeon® Processor E7-8880 v2 ,Intel® Xeon® Processor E7-8890 v2 ,Intel® Xeon® Processor E7-8891 v2 ,Intel® Xeon® Processor E7-8893 v2 ,Intel® Xeon® Processor E5-2440 v2 ,Intel® Xeon® Processor E5-2450 v2 ,Intel® Xeon® Processor E5-2450L v2 ,Intel® Xeon® Processor E5-2470 v2 ,Intel® Xeon® Processor E5-2640 v2 ,Intel® Xeon® Processor E5-2643 v2 ,Intel® Xeon® Processor E5-2650 v2 ,Intel® Xeon® Processor E5-2650L v2 ,Intel® Xeon® Processor E5-2660 v2 ,Intel® Xeon® Processor E5-2667 v2 ,Intel® Xeon® Processor E5-2670 v2 ,Intel® Xeon® Processor E5-2680 v2 ,Intel® Xeon® Processor E5-2690 v2 ,Intel® Xeon® Processor E5-2695 v2 ,Intel® Xeon® Processor E5-2697 v2 ,Intel® Xeon® Processor E5-4610 v2 ,Intel® Xeon® Processor E5-4620 v2 ,Intel® Xeon® Processor E5-4627 v2 ,Intel® Xeon® Processor E5-4640 v2 ,Intel® Xeon® Processor E5-4650 v2 ,Intel® Xeon® Processor E5-4657L v2 ,Intel® Core™ i5-4402EC Processor ,Intel® Core™ i7-4700EC Processor ,Intel® Core™ i7-4702EC Processor ,Intel® Xeon® Processor E7-4880 v2 ,Intel® Xeon® Processor E5-1428L v2 ,Intel® Xeon® Processor E5-1620 v2 ,Intel® Xeon® Processor E5-1650 v2 ,Intel® Xeon® Processor E5-1660 v2 ,Intel® Xeon® Processor E5-2407 v2 ,Intel® Xeon® Processor E5-2418L v2 ,Intel® Xeon® Processor E5-2420 v2 ,Intel® Xeon® Processor E5-2430 v2 ,Intel® Xeon® Processor E5-2430L v2 ,Intel® Xeon® Processor E5-2609 v2 ,Intel® Xeon® Processor E5-2618L v2 ,Intel® Xeon® Processor E5-2620 v2 ,Intel® Xeon® Processor E5-2630 v2 ,Intel® Xeon® Processor E5-2630L v2 ,Intel® Xeon® Processor E5-2637 v2 ,Intel® Xeon® Processor E5-4603 v2 ,Intel® Xeon® Processor E5-4607 v2 ,Intel® Xeon® Processor E5-2448L v2 ,Intel® Xeon® Processor E5-2428L v2 ,Intel® Xeon® Processor E5-2403 v2 ,Intel® Core™ i7-4860HQ Processor ,Intel® Core™ i7-4760HQ Processor ,Intel® Xeon® Processor E5-2603 v2 ,Intel® Xeon® Processor E5-2628L v2 ,Intel® Xeon® Processor E5-2648L v2 ,Intel® Xeon® Processor E5-2658 v2 ,Intel® Xeon® Processor E5-2687W v2 ,Intel® Celeron® Processor 2000E ,Intel® Celeron® Processor 2002E ,Intel® Xeon® Processor E3-1275L v3 ,Intel® Xeon® Processor E5-4624L v2 ,Intel® Pentium® Processor J2850 ,Intel® Celeron® Processor J1850 ,Intel® Celeron® Processor J1750 ,Intel® Pentium® Processor N3510 ,Intel® Celeron® Processor N2910 ,Intel® Celeron® Processor N2810 ,Intel® Celeron® Processor N2805 ,Intel Atom® Processor Z3740 ,Intel Atom® Processor Z3770 ,Intel® Core™ i3-4110M Processor ,Intel® Core™ i3-4330T Processor ,Intel® Core™ i3-4340 Processor ,Intel® Core™ i7-4960X Processor Extreme Edition ,Intel® Core™ i7-4930K Processor ,Intel® Core™ i7-4820K Processor ,Intel® Pentium® Processor 1405 v2 ,Intel Atom® Processor C2338 ,Intel Atom® Processor C2350 ,Intel Atom® Processor C2358 ,Intel Atom® Processor C2518 ,Intel Atom® Processor C2530 ,Intel Atom® Processor C2538 ,Intel Atom® Processor C2550 ,Intel Atom® Processor C2558 ,Intel Atom® Processor C2718 ,Intel Atom® Processor C2730 ,Intel Atom® Processor C2738 ,Intel Atom® Processor C2750 ,Intel Atom® Processor C2758 ,Intel® Pentium® Processor G3320TE ,Intel® Xeon® Processor E3-1105C v2 ,Intel® Xeon® Processor E3-1125C v2 ,Intel® Pentium® Processor B925C ,Intel® Core™ i3-3115C Processor ,Intel Atom® Processor Z3770D ,Intel Atom® Processor Z3740D ,Intel Atom® Processor E3825 ,Intel Atom® Processor E3845 ,Intel Atom® Processor E3815 ,Intel Atom® Processor E3826 ,Intel Atom® Processor E3827 ,Intel® Celeron® Processor J1800 ,Intel® Celeron® Processor J1900 ,Intel® Pentium® Processor J2900 ,Intel® Core™ i5-4460T Processor ,Intel® Core™ i5-4590T Processor ,Intel® Core™ i7-4710HQ Processor ,Intel® Core™ i7-4710MQ Processor ,Intel® Core™ i7-4712HQ Processor ,Intel® Core™ i7-4712MQ Processor ,Intel® Core™ i7-4810MQ Processor ,Intel® Core™ i7-4910MQ Processor ,Intel® Core™ i7-4940MX Processor Extreme Edition ,Intel® Celeron® Processor 2957U ,Intel® Celeron® Processor 2961Y ,Intel® Celeron® Processor 2981U ,Intel® Pentium® Processor 3558U ,Intel® Pentium® Processor 3561Y ,Intel® Celeron® Processor G1830 ,Intel® Celeron® Processor G1820 ,Intel® Celeron® Processor G1820T ,Intel® Celeron® Processor G1820TE ,Intel® Pentium® Processor N3520 ,Intel® Celeron® Processor N2806 ,Intel® Celeron® Processor N2815 ,Intel® Celeron® Processor N2820 ,Intel® Celeron® Processor N2920 ,Intel® Quark™ SoC X1000 ,Intel® Core™ i3-4110E Processor ,Intel® Core™ i3-4112E Processor ,Intel® Core™ i5-4410E Processor ,Intel® Core™ i5-4422E Processor ,Intel Atom® Processor Z3795 ,Intel Atom® Processor Z3775 ,Intel Atom® Processor Z3775D ,Intel Atom® Processor Z3745 ,Intel Atom® Processor Z3745D ,Intel Atom® Processor Z3735D ,Intel Atom® Processor Z3735E ,Intel Atom® Processor Z3735F ,Intel Atom® Processor Z3735G ,Intel® Xeon Phi™ Coprocessor 7120D ,Intel® Core™ i5-4310U Processor ,Intel® Core™ i5-4340M Processor ,Intel® Core™ i7-4610M Processor ,Intel® Core™ i5-4310M Processor ,Intel® Xeon Phi™ Coprocessor 7120A ,Intel® Pentium® Processor G3450 ,Intel® Pentium® Processor G3440 ,Intel® Pentium® Processor G3440T ,Intel® Pentium® Processor G3240 ,Intel® Pentium® Processor G3240T ,Intel® Celeron® Processor G1850 ,Intel® Celeron® Processor G1840 ,Intel® Celeron® Processor G1840T ,Intel® Core™ i7-4790 Processor ,Intel® Core™ i7-4790S Processor ,Intel® Core™ i7-4790T Processor ,Intel® Quark™ SoC X1001 ,Intel® Quark™ SoC X1010 ,Intel® Quark™ SoC X1011 ,Intel® Quark™ SoC X1020D ,Intel® Quark™ SoC X1021 ,Intel® Core™ i5-4210M Processor ,Intel® Pentium® Processor 3560M ,Intel® Celeron® Processor 2970M ,Intel® Core™ i7-4510U Processor ,Intel® Core™ i5-4210U Processor ,Intel® Core™ i3-4120U Processor ,Intel® Core™ i3-4030U Processor ,Intel® Core™ i3-4025U Processor ,Intel® Core™ i5-4220Y Processor ,Intel® Core™ i3-4030Y Processor ,Intel® Celeron® Processor N2830 ,Intel® Celeron® Processor N2807 ,Intel® Celeron® Processor N2930 ,Intel® Pentium® Processor N3530 ,Intel Atom® Processor C2508 ,Intel Atom® Processor C2308 ,Intel® Quark™ SoC X1021D ,Intel® Quark™ SoC X1020 
GPU Name ‡,,,Intel® HD Graphics 5000,Intel® HD Graphics 5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intel® Iris® Pro Graphics 5200,Intel® Iris® Pro Graphics 5200,,,,,,Intel® HD Graphics for 4th Generation Intel® Processors,Intel® HD Graphics for 4th Generation Intel® Processors,Intel® HD Graphics for 4th Generation Intel® Processors,,Intel® HD Graphics for Intel Atom® Processor Z3700 Series,Intel® HD Graphics for Intel Atom® Processor Z3700 Series,Intel® HD Graphics for Intel Atom® Processor Z3700 Series,Intel® HD Graphics for Intel Atom® Processor Z3700 Series,Intel® HD Graphics for Intel Atom® Processor Z3700 Series,Intel® HD Graphics for Intel Atom® Processor Z3700 Series,Intel® HD Graphics for Intel Atom® Processor Z3700 Series,Intel® HD Graphics for Intel Atom® Processor Z3700 Series,Intel® HD Graphics for Intel Atom® Processor Z3700 Series,Intel® HD Graphics 4600,Intel® HD Graphics 4600,Intel® HD Graphics 4600,,,,,,,,,,,,,,,,,,Intel® HD Graphics for 4th Generation Intel® Processors,,,,,Intel® HD Graphics for Intel Atom® Processor Z3700 Series,Intel® HD Graphics for Intel Atom® Processor Z3700 Series,Intel® HD Graphics for Intel Atom® Processor Z3700 Series,Intel® HD Graphics for Intel Atom® Processor Z3700 Series,Intel® HD Graphics for Intel Atom® Processor Z3700 Series,Intel® HD Graphics for Intel Atom® Processor Z3700 Series,Intel® HD Graphics for Intel Atom® Processor Z3700 Series,Intel® HD Graphics for Intel Atom® Processor Z3700 Series,Intel® HD Graphics for Intel Atom® Processor Z3700 Series,Intel® HD Graphics for Intel Atom® Processor Z3700 Series,Intel® HD Graphics 4600,Intel® HD Graphics 4600,Intel® HD Graphics 4600,Intel® HD Graphics 4600,Intel® HD Graphics 4600,Intel® HD Graphics 4600,Intel® HD Graphics 4600,Intel® HD Graphics 4600,Intel® HD Graphics 4600,Intel® HD Graphics for 4th Generation Intel® Processors,Intel® HD Graphics for 4th Generation Intel® Processors,Intel® HD Graphics for 4th Generation Intel® Processors,Intel® HD Graphics for 4th Generation Intel® Processors,Intel® HD Graphics for 4th Generation Intel® Processors,Intel® HD Graphics for 4th Generation Intel® Processors,Intel® HD Graphics for 4th Generation Intel® Processors,Intel® HD Graphics for 4th Generation Intel® Processors,Intel® HD Graphics for 4th Generation Intel® Processors,Intel® HD Graphics for Intel Atom® Processor Z3700 Series,Intel® HD Graphics for Intel Atom® Processor Z3700 Series,Intel® HD Graphics for Intel Atom® Processor Z3700 Series,Intel® HD Graphics for Intel Atom® Processor Z3700 Series,Intel® HD Graphics for Intel Atom® Processor Z3700 Series,,Intel® HD Graphics 4600,Intel® HD Graphics 4600,Intel® HD Graphics 4600,Intel® HD Graphics 4600,Intel® HD Graphics for Intel Atom® Processor Z3700 Series,Intel® HD Graphics for Intel Atom® Processor Z3700 Series,Intel® HD Graphics for Intel Atom® Processor Z3700 Series,Intel® HD Graphics for Intel Atom® Processor Z3700 Series,Intel® HD Graphics for Intel Atom® Processor Z3700 Series,Intel® HD Graphics for Intel Atom® Processor Z3700 Series,Intel® HD Graphics for Intel Atom® Processor Z3700 Series,Intel® HD Graphics for Intel Atom® Processor Z3700 Series,Intel® HD Graphics for Intel Atom® Processor Z3700 Series,,Intel® HD Graphics 4400,Intel® HD Graphics 4600,Intel® HD Graphics 4600,Intel® HD Graphics 4600,,Intel® HD Graphics for 4th Generation Intel® Processors,Intel® HD Graphics for 4th Generation Intel® Processors,Intel® HD Graphics for 4th Generation Intel® Processors,Intel® HD Graphics for 4th Generation Intel® Processors,Intel® HD Graphics for 4th Generation Intel® Processors,Intel® HD Graphics for 4th Generation Intel® Processors,Intel® HD Graphics for 4th Generation Intel® Processors,Intel® HD Graphics for 4th Generation Intel® Processors,Intel® HD Graphics 4600,Intel® HD Graphics 4600,Intel® HD Graphics 4600,,,,,,Intel® HD Graphics 4600,Intel® HD Graphics for 4th Generation Intel® Processors,Intel® HD Graphics for 4th Generation Intel® Processors,Intel® HD Graphics 4400,Intel® HD Graphics 4400,Intel® HD Graphics 4400,Intel® HD Graphics 4400,Intel® HD Graphics 4400,Intel® HD Graphics 4200,Intel® HD Graphics 4200,Intel® HD Graphics for Intel Atom® Processor Z3700 Series,Intel® HD Graphics for Intel Atom® Processor Z3700 Series,Intel® HD Graphics for Intel Atom® Processor Z3700 Series,Intel® HD Graphics for Intel Atom® Processor Z3700 Series,,,,
Graphics Max Dynamic Frequency,,,1.00 GHz,1.10 GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.20 GHz,1.20 GHz,,,,,,900 MHz,900 MHz,1.20 GHz,,854 MHz,792 MHz,750 MHz,750 MHz,756 MHz,756 MHz,667 MHz,,,1.10 GHz,1.15 GHz,1.15 GHz,,,,,,,,,,,,,,,,,,1.00 GHz,,,,,,,,,,,,792 MHz,854 MHz,896 MHz,1.10 GHz,1.15 GHz,1.20 GHz,1.15 GHz,1.15 GHz,1.15 GHz,1.30 GHz,1.30 GHz,1.35 GHz,1.00 GHz,850 MHz,1.00 GHz,1.00 GHz,850 MHz,1.05 GHz,1.05 GHz,1.05 GHz,1.00 GHz,854 MHz,756 MHz,756 MHz,756 MHz,844 MHz,,900 MHz,900 MHz,1.00 GHz,900 MHz,,,,,,,,,,,1.10 GHz,1.25 GHz,1.30 GHz,1.25 GHz,,1.10 GHz,1.10 GHz,1.10 GHz,1.10 GHz,1.10 GHz,1.05 GHz,1.05 GHz,1.05 GHz,1.20 GHz,1.20 GHz,1.20 GHz,,,,,,1.15 GHz,1.10 GHz,1.10 GHz,1.10 GHz,1.00 GHz,1.00 GHz,1.00 GHz,950 MHz,850 MHz,850 MHz,750 MHz,750 MHz,854 MHz,896 MHz,,,,
Graphics Video Max Memory,,,2 GB,2 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7 GB,2 GB,2 GB,,,,,,,,,,,,,,,,,,,,,,2 GB,2 GB,,,,,,1 GB,1 GB,1.7 GB,,,,,,,,,,,2 GB,2 GB,2 GB,,,,,,,,,,,,,,,,,,1 GB,,,,,,,,,,,,,,,2 GB,2 GB,2 GB,2 GB,2 GB,2 GB,2 GB,2 GB,1.7 GB,,,,,,1.7 GB,1.7 GB,1.7 GB,1.7 GB,,,,,,,,,1.7 GB,1.7 GB,,,,,,,,,,,2 GB,2 GB,2 GB,2 GB,,1.7 GB,1.7 GB,1.7 GB,1.7 GB,1.7 GB,1.7 GB,1.7 GB,1.7 GB,2 GB,2 GB,2 GB,,,,,,2 GB,,,2 GB,2 GB,2 GB,2 GB,2 GB,2 GB,2 GB,,,,,,,,
Max Resolution (HDMI)‡,,,3280x2000@60Hz,3280x2000@60Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,2560x1600@60Hz,3840x2160@30Hz,,,,,,,,3840x2160@60Hz,,,,,,,,,,,3840x2160@60Hz,4096x2304@24Hz,4096x2304@24Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096x2304@24Hz,4096x2304@24Hz,3840x2160@30Hz,3840x2160@30Hz,3840x2160@30Hz,3840x2160@30Hz,2560x1600@60Hz,3840x2160@30Hz,,,,,,,1920x1080@60Hz,1920x1080@60Hz,1920x1080@60Hz,,,,,,,,,,,,,,,,,,,,,,3280x2000@60Hz,3840x2160@60Hz,,3840x2160@60Hz,,1920x1080@60Hz,1920x1080@60Hz,1920x1080@60Hz,1920x1080@60Hz,1920x1080@60Hz,1920x1080@60Hz,1920x1080@60Hz,1920x1080@60Hz,4096x2304@24Hz,4096x2304@24Hz,4096x2304@24Hz,,,,,,3840x2160@60Hz,,,3200x2000@60Hz,3280x2000@60Hz,3200x2000@60Hz,3200x2000@60Hz,3200x2000@60Hz,2560x1600@60Hz,2560x1600@60Hz,,,,,,,,
Max Resolution (DP)‡,,,3200x2000@60Hz,3200x2000@60Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3840x2160@60Hz,3840x2160@60Hz,,,,,,,,3840x2160@60Hz,,,,,,,,,,,3840x2160@60Hz,3840x2160@60Hz,3840x2160@60Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3840x2160@60Hz,3840x2160@60Hz,3840x2160@60Hz,3840x2160@60Hz,3840x2160@60Hz,3840x2160@60Hz,3840x2160@60Hz,3840x2160@60Hz,,,,,,,2560x1600@60Hz,2560x1600@60Hz,2560x1600@60Hz,,,,,,,,,,,,,,,,,,,,,,3200x2000@60Hz,3840x2160@60Hz,30Hz at 4096x2160,3840x2160@60Hz,,2560x1600@60Hz,2560x1600@60Hz,2560x1600@60Hz,2560x1600@60Hz,2560x1600@60Hz,2560x1600@60Hz,2560x1600@60Hz,2560x1600@60Hz,3840x2160@60Hz,3840x2160@60Hz,3840x2160@60Hz,,,,,,3840x2160@60Hz,,,3200x2000@60Hz,3200x2000@60Hz,3200x2000@60Hz,3200x2000@60Hz,3200x2000@60Hz,2560x1600@60Hz,2561x1600@60Hz,,,,,,,,
DirectX* Support,,,11.2/12,11.2/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2/12,11.2/12,,,,,,,,,,,,,,,,,,,,,,11.2/12,11.2/12,,,,,,,,11.2,,,,,,,,,,,11.2/12,11.1/12,11.1/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2,11.2/12,11.2/12,11.2/12,11.2/12,11.2/12,11.2/12,11.2/12,11.2/12,,,,,,,11.1/12,11.1/12,11.1/12,,,,,,,,,,,,,,,,,,,,,,11.2/12,11.2/12,11.2/12,11.2/12,,11.1/12,11.1/12,11.1/12,11.1/12,11.1/12,11.1/12,11.1/12,11.1/12,11.2/12,11.2/12,11.2/12,,,,,,11.2/12,,,11.2/12,11.2/12,11.2/12,11.2/12,11.2/12,11.2/12,11.2/12,,,,,,,,
OpenGL* Support,,,4.3,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,4.3,,,,,,,,,,,,,,,,,,,,,,4.3,4.3,,,,,,,,4.3,,,,,,,,,,,4.3,4.3,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,,,,,,,4.3,4.3,4.3,,,,,,,,,,,,,,,,,,,,,,4.3,4.3,4.3,4.3,,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,,,,,,4.3,,,4.3,4.3,4.3,4.3,4.3,4.3,4.3,,,,,,,,
Intel® Quick Sync Video,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,Yes,,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,,Yes,Yes,Yes,Yes,,,,,,,,,,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,
Intel® InTru™ 3D Technology,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,Yes,,No,No,No,No,No,No,No,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,No,No,No,No,No,,Yes,Yes,Yes,Yes,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,Yes,Yes,Yes,,,,,,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,,,
Intel® Flexible Display Interface (Intel® FDI),,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,Yes,Yes,Yes,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,,,,Yes,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,No,,Yes,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,Yes,No,No,No,No,No,No,,,,,,,,
Intel® Clear Video HD Technology,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,Yes,,,,,No,No,No,No,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,No,,,,,Yes,Yes,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,No,No,,,,,No,No,No,No,No,,Yes,Yes,Yes,Yes,,,,,,,,,,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,,,
Device ID,,,0xA26,0xA26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0xD26,0xD26,,,,,,,,,,,,,,,,,,,0x416,0x412,0x412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x412,0x412,0x416,0x416,0x416,0x416,0x416,0x416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0xA16,0x416,0x416,0x416,,,,,,,,,,0x412,0x412,0x412,,,,,,0x416,,,0xA16,0xA16,0xA16,0xA16,0xA16,0x402,0x402,,,,,,,,
Max Resolution (VGA)‡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1920x1200@60Hz,2880x1800@60Hz,,,,,,,,2880x1800@60Hz,,,,,,,,,,,2880x1800@60Hz,1920x1200@60Hz,1920x1200@60Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1920x1200@60Hz,1920x1200@60Hz,2880x1800@60Hz,2880x1800@60Hz,2880x1800@60Hz,2880x1800@60Hz,1920x1200@60Hz,2880x1800@60Hz,,,,,,,1920x1200@60Hz,1920x1200@60Hz,1920x1200@60Hz,,,,,,,,,,,,,,,,,,,,,,,2880x1800@60Hz,,2880x1800@60Hz,,1920x1200@60Hz,1920x1200@60Hz,1920x1200@60Hz,1920x1200@60Hz,1920x1200@60Hz,1920x1200@60Hz,1920x1200@60Hz,1920x1200@60Hz,1920x1200@60Hz,1920x1200@60Hz,1920x1200@60Hz,,,,,,2880x1800@60Hz,,,N/A,,N/A,N/A,N/A,,N/A,,,,,,,,
Execution Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Max Resolution (eDP - Integrated Flat Panel)‡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3840x2160@60Hz,3840x2160@60Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3840x2160@60Hz,3840x2160@60Hz,,,,,,,,,,,,,2560x1600@60Hz,2560x1600@60Hz,2560x1600@60Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,2560x1600@60Hz,2560x1600@60Hz,2560x1600@60Hz,2560x1600@60Hz,2560x1600@60Hz,2560x1600@60Hz,2560x1600@60Hz,2560x1600@60Hz,3840x2160@60Hz,3840x2160@60Hz,3840x2160@60Hz,,,,,,,,,,,,,,,,,,,,,,,
Intel® Clear Video Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

I/O Specifications
# of USB Ports,2,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,5,,,,,,,,,,4,4,4,4,4,,,,,5,5,5,5,5,3,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,3,3,3,3,3,,,,4,4,4,4,4,4,4,5,5,5,5,4,4,3,3
USB Revision,2.0/3.0,2.0/3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0 and 2.0,3.0 and 2.0,3.0 and 2.0,3.0 and 2.0,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,2.0 |  3.0,2.0 |  3.0,2.0 |  3.0,2.0 |  3.0,2.0 |  3.0,,,3.0 and 2.0,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,,,,,3.0 and 2.0,3.0 and 2.0,3.0 and 2.0,3.0 and 2.0,3.0 and 2.0,2.0,,,,,,,,2.0/3.0,,,,,,,3.0,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0 and 2.0,3.0 and 2.0,3.0 and 2.0,3.0 and 2.0,2,2,2.0,2.0
General Purpose IO,175,175,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,16,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,16,16,16,16,16,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,16,16
