ARK | Intel® Product Specification Comparison
01/25/2024 11:23:23 AM
 ,Intel® Xeon® Gold 5118 Processor ,Intel® Xeon® Gold 5120 Processor ,Intel® Xeon® Gold 5122 Processor ,Intel® Xeon® Gold 6138 Processor ,Intel® Xeon® Gold 5120T Processor ,Intel® Xeon® Gold 6136 Processor ,Intel® Xeon® Silver 4116 Processor ,Intel® Xeon® Gold 6128 Processor ,Intel® Xeon® Gold 6126 Processor ,Intel® Xeon® Gold 5115 Processor ,Intel® Xeon® Gold 6140 Processor ,Intel® Xeon® Gold 6142 Processor ,Intel® Xeon® Gold 6148 Processor ,Intel® Xeon® Gold 6150 Processor ,Intel® Xeon® Gold 6152 Processor ,Intel® Xeon® Gold 6130 Processor ,Intel® Xeon® Gold 6134 Processor ,Intel® Xeon® Gold 6154 Processor ,Intel® Xeon® Platinum 8180 Processor ,Intel® Xeon® Platinum 8153 Processor ,Intel® Xeon® Platinum 8156 Processor ,Intel® Xeon® Platinum 8158 Processor ,Intel® Xeon® Platinum 8160 Processor ,Intel® Xeon® Platinum 8164 Processor ,Intel® Xeon® Platinum 8168 Processor ,Intel® Xeon® Platinum 8170 Processor ,Intel® Xeon® Platinum 8176 Processor ,Intel® Core™ i7-7740X X-series Processor ,Intel® Core™ i5-7640X X-series Processor ,Intel® Core™ i7-8550U Processor ,Intel® Pentium® Gold Processor 4415Y ,Intel® Celeron® Processor 3965Y ,Intel® Celeron® Processor G3930E ,Intel® Celeron® Processor G3930TE ,Intel® Itanium® Processor 9740 ,Intel® Itanium® Processor 9720 ,Intel® Itanium® Processor 9760 ,Intel® Itanium® Processor 9750 ,Intel® Xeon® Processor D-1533N ,Intel® Xeon® Processor D-1513N ,Intel® Xeon® Processor D-1543N ,Intel® Xeon® Processor D-1523N ,Intel® Xeon® Processor D-1553N ,Intel Atom® Processor C2316 ,Intel Atom® Processor C2516 ,Intel® Xeon® Bronze 3106 Processor ,Intel® Xeon® Gold 6132 Processor ,Intel® Xeon® Gold 6138T Processor ,Intel® Xeon® Platinum 8160T Processor ,Intel® Xeon® Silver 4108 Processor ,Intel® Xeon® Gold 6130T Processor ,Intel® Xeon® Bronze 3104 Processor ,Intel® Xeon® Silver 4110 Processor ,Intel® Xeon® Gold 6126T Processor ,Intel® Xeon® Silver 4109T Processor ,Intel® Xeon® Silver 4114 Processor ,Intel® Xeon® Silver 4112 Processor ,Intel® Core™ i7-7800X X-series Processor ,Intel® Core™ i9-7900X X-series Processor ,Intel® Xeon® Gold 6142F Processor ,Intel® Xeon® Gold 6138F Processor ,Intel® Xeon® Platinum 8160F Processor ,Intel® Xeon® Gold 6130F Processor ,Intel® Xeon® Gold 6126F Processor ,Intel® Xeon® Gold 6148F Processor ,Intel® Core™ i7-7820X X-series Processor ,Intel® Xeon® Gold 6146 Processor ,Intel® Xeon® Gold 6144 Processor ,Intel® Core™ i5-8250U Processor ,Intel® Core™ i7-8650U Processor ,Intel® Core™ i5-8350U Processor ,Intel® Core™ i3-7130U Processor ,Intel® Xeon® W-2123 Processor ,Intel® Xeon® W-2133 Processor ,Intel® Xeon® W-2155 Processor ,Intel® Xeon® Platinum 8176F Processor ,Intel® Xeon® Silver 4114T Processor ,Intel® Xeon® Gold 5119T Processor ,Intel® Xeon® Silver 4116T Processor ,Intel® Core™ i9-7920X X-series Processor ,Intel® Core™ i7-8700K Processor ,Intel® Core™ i5-8600K Processor ,Intel® Core™ i7-8700 Processor ,Intel® Core™ i5-8400 Processor ,Intel® Core™ i3-8100 Processor ,Intel® Core™ i3-8350K Processor ,Intel® Core™ i9-7940X X-series Processor ,Intel® Core™ i9-7960X X-series Processor ,Intel® Core™ i9-7980XE Extreme Edition Processor ,Intel® Xeon® W-2145 Processor ,Intel® Xeon® W-2125 Processor ,Intel® Xeon® W-2135 Processor ,Intel® Xeon® W-2195 Processor ,Intel® Xeon Phi™ Processor 7295 ,Intel® Xeon Phi™ Processor 7285 ,Intel® Xeon Phi™ Processor 7235 ,Intel® Celeron® Processor N4100 ,Intel® Pentium® Silver J5005 Processor ,Intel® Celeron® Processor N4000 ,Intel® Celeron® J4105 Processor ,Intel® Pentium® Silver N5000 Processor ,Intel® Celeron® J4005 Processor ,Intel® Xeon® W-2175 Processor ,Intel® Core™ i5-8305G Processor with Radeon™ RX Vega M GL graphics ,Intel® Core™ i7-8809G Processor with Radeon™ RX Vega M GH graphics ,Intel® Core™ i7-8705G Processor with Radeon™ RX Vega M GL graphics ,Intel® Xeon® E-2176G Processor ,Intel® Core™ i3-8100H Processor ,Intel® Core™ i5-9500TE Processor ,Intel® Core™ i3-6006U Processor ,Intel Atom® x3-C3235RK Processor ,Intel Atom® x3-C3205RK Processor ,Intel Atom® x5-E3940 Processor ,Intel Atom® x5-E3930 Processor ,Intel Atom® x7-E3950 Processor ,Intel® Celeron® Processor 3965U ,Intel® Celeron® Processor 3865U ,Intel® Pentium® Gold Processor 4415U ,Intel® Xeon® Processor E5-2699A v4 ,Intel® Xeon® Processor E7-8894 v4 ,Intel® Xeon® Processor E5-2699R v4 ,Intel® Core™ i5-7500T Processor ,Intel® Core™ i7-7700T Processor ,Intel® Core™ i5-7500 Processor ,Intel® Core™ i3-7102E Processor ,Intel® Core™ i3-7101TE Processor ,Intel® Core™ i3-7100H Processor ,Intel® Core™ i7-7820EQ Processor ,Intel® Core™ i7-7700 Processor ,Intel® Core™ i7-7700K Processor ,Intel® Core™ i3-7101E Processor ,Intel® Core™ i3-7100E Processor ,Intel Atom® x3-C3265RK Processor ,Intel Atom® x3-C3295RK Processor ,Intel® Pentium® Gold Processor 4410Y ,Intel® Pentium® Processor G4560 ,Intel® Core™ i5-7600K Processor ,Intel® Core™ i5-7400 Processor ,Intel® Core™ i5-7600 Processor ,Intel® Core™ i5-7600T Processor ,Intel® Core™ i5-7400T Processor ,Intel® Core™ i7-7700HQ Processor ,Intel® Celeron® Processor G3950 ,Intel® Celeron® Processor G3930 ,Intel® Pentium® Processor G4600 ,Intel® Core™ i3-7100 Processor ,Intel® Core™ i5-7300HQ Processor ,Intel® Core™ i3-7300T Processor ,Intel® Core™ i3-7300 Processor ,Intel® Core™ i5-7440HQ Processor ,Intel® Pentium® Processor G4620 ,Intel® Core™ i5-7Y57 Processor ,Intel® Core™ i7-7920HQ Processor ,Intel® Xeon® Processor E3-1505M v6 ,Intel® Core™ i7-7820HK Processor ,Intel® Pentium® Processor G4560T ,Intel® Celeron® Processor G3930T ,Intel® Xeon® Processor E3-1535M v6 ,Intel® Xeon® Processor E3-1240 v6 ,Intel® Xeon® Processor E3-1220 v6 ,Intel® Core™ i5-7300U Processor ,Intel® Xeon® Processor E3-1245 v6 ,Intel® Xeon® Processor E3-1230 v6 ,Intel® Xeon® Processor E3-1280 v6 ,Intel® Xeon® Processor E3-1225 v6 ,Intel® Xeon® Processor E3-1275 v6 ,Intel® Xeon® Processor E3-1270 v6 ,Intel® Core™ i3-7320 Processor ,Intel® Core™ i3-7100T Processor ,Intel® Pentium® Processor G4600T ,Intel® Core™ i7-7820HQ Processor ,Intel® Core™ i5-7440EQ Processor ,Intel® Core™ i3-7350K Processor ,Intel® Core™ i5-7267U Processor ,Intel® Core™ i5-7287U Processor ,Intel® Core™ i5-7442EQ Processor ,Intel® Core™ i5-7360U Processor ,Intel® Core™ i7-7660U Processor ,Intel® Core™ m3-7Y32 Processor ,Intel® Core™ i5-7260U Processor ,Intel® Core™ i7-7560U Processor ,Intel® Core™ i7-7567U Processor ,Intel® Core™ i3-7167U Processor ,Intel Atom® Processor C3758 ,Intel Atom® Processor C3958 ,Intel Atom® Processor C3338 ,Intel Atom® Processor C3538 ,Intel Atom® Processor C3508 ,Intel Atom® Processor C3830 ,Intel Atom® Processor C3850 ,Intel Atom® Processor C3955 ,Intel Atom® Processor C3708 ,Intel Atom® Processor C3308 ,Intel Atom® Processor C3858 ,Intel Atom® Processor C3558 ,Intel Atom® Processor C3750 ,Intel Atom® Processor C3808 ,Intel Atom® Processor C3950 ,Intel® Xeon® Processor E3-1505L v6 ,Intel® Xeon® Processor E3-1285 v6 
PCI Express Revision,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.2,3.0,3.0,3.0,3.0,3.0,3.0,,,,,2.0/3.0,2.0/3.0,2.0/3.0,2.0/3.0,2.0/3.0,2,2,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.0,3.0
Max # of PCI Express Lanes,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,16,16,12,10,10,16,16,,,,,32,32,32,32,32,8,8,48,48,48,48,48,48,48,48,48,48,48,48,28,44,48,48,48,48,48,48,28,48,48,12,12,12,12,48,48,48,48,48,48,48,44,16,16,16,16,16,16,44,44,44,48,48,48,48,36,36,36,6,6,6,6,6,6,48,8,8,8,16,16,16,12,,,6,6,6,10,10,10,40,32,40,16,16,16,16,16,16,16,16,16,16,16,,,10,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,10,16,16,16,16,16,16,16,16,12,16,16,16,16,16,16,16,16,16,16,16,16,12,12,16,12,12,10,12,12,12,12,16,16,10,12,8,12,16,16,16,6,16,12,12,16,16,16,16
Microprocessor PCIe Revision,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gen 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chipset / PCH PCIe Revision,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gen 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCI Express Configurations ‡,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 1x16 |  2x8 |  1x8+2x4,Up to 1x16 |  2x8 |  1x8+2x4,1x4 |  2x2 |  1x2+2x1 and 4x1,1x4 |  2x2 |  1x2+2x1 and 4x1,1x4 |  2x2 |  1x2+2x1 and 4x1,Up to 1x16 |  2x8 |  1x8+2x4,Up to 1x16 |  2x8 |  1x8+2x4,,,,,x4 x8 x16,x4 x8 x16,x4 x8 x16,x4 x8 x16,x4 x8 x16,,,,,,,,,,,,,,,,,,,,,,,,,,1x4 |  2x2 |  1x2+2x1 and 4x1,1x4 |  2x2 |  1x2+2x1 and 4x1,1x4 |  2x2 |  1x2+2x1 and 4x1,1x4 |  2x2 |  1x2+2x1 and 4x1,x4 |  x8 |  x16,x4 |  x8 |  x16,x4 |  x8 |  x16,,,,,,Up to 1x16 |  2x8 |  1x8+2x4,Up to 1x16 |  2x8 |  1x8+2x4,Up to 1x16 |  2x8 |  1x8+2x4,Up to 1x16 |  2x8 |  1x8+2x4,Up to 1x16 |  2x8 |  1x8+2x4,Up to 1x16 |  2x8 |  1x8+2x4,,,,x4 |  x8 |  x16,x4 |  x8 |  x16,x4 |  x8 |  x16,x4 |  x8 |  x16,x16 port (Port 2 and 3) may negotiate down to x8 |  x4 |  x2 |  or x1. x4 port (Port 1) may negotiate down to x2 |  or x1,x16 port (Port 2 and 3) may negotiate down to x8 |  x4 |  x2 |  or x1. x4 port (Port 1) may negotiate down to x2 |  or x1,x 16 port (Port 2 and 3) may negotiate down to x8 |  x4 |  x2 |  or x1. x4 port (Port 1) may negotiate down to x2 |  or x1,1x4 + 1x2 or 4x1 or 2x1+1x2 + 1x2,1x4 + 1x2 or 4x1 or 2x1+1x2 + 1x2,1x4 + 1x2 or 4x1 or 2x1+1x2 + 1x2,1x4 + 1x2 or 4x1 or 2x1+1x2 + 1x2,1x4 + 1x2 or 4x1 or 2x1+1x2 + 1x2,1x4 + 1x2 or 4x1 or 2x1+1x2 + 1x2,x4 |  x8 |  x16,Up to 1x8 |  2x4,Up to 1x8 |  2x4,Up to 1x8 |  2x4,Up to 1x16 |  2x8 |  1x8+2x4,Up to 1x16 | 2x8 | 1x8+2x4,Up to 1x16 |  2x8 |  1x8+2x4,1x4 |  2x2 |  1x2+2x1 and 4x1,,,x4 | x2 | x1,x4 | x2 | x1,x4 | x2 | x1,1x4 |  2x2 |  1x2+2x1 and 4x1,1x4 |  2x2 |  1x2+2x1 and 4x1,1x4 |  2x2 |  1x2+2x1 and 4x1,x4 |  x8 |  x16,x4 |  x8 |  x16,x4 |  x8 |  x16,Up to 1x16 |  2x8 |  1x8+2x4,Up to 1x16 |  2x8 |  1x8+2x4,Up to 1x16 |  2x8 |  1x8+2x4,1x16 | 2x8 | 1x8+2x4,1x16 | 2x8 | 1x8+2x4,Up to 1x16 |  2x8 |  1x8+2x4,1x16 | 2x8 | 1x8+2x4,Up to 1x16 |  2x8 |  1x8+2x4,Up to 1x16 |  2x8 |  1x8+2x4,1x16 | 2x8 | 1x8+2x4,1x16 | 2x8 | 1x8+2x4,,,1x4 |  2x2 |  1x2+2x1 and 4x1,Up to 1x16 |  2x8 |  1x8+2x4,Up to 1x16 |  2x8 |  1x8+2x4,Up to 1x16 |  2x8 |  1x8+2x4,Up to 1x16 |  2x8 |  1x8+2x4,Up to 1x16 |  2x8 |  1x8+2x4,Up to 1x16 |  2x8 |  1x8+2x4,Up to 1x16 |  2x8 |  1x8+2x4,Up to 1x16 |  2x8 |  1x8+2x4,Up to 1x16 |  2x8 |  1x8+2x4,Up to 1x16 |  2x8 |  1x8+2x4,Up to 1x16 |  2x8 |  1x8+2x4,Up to 1x16 |  2x8 |  1x8+2x4,Up to 1x16 |  2x8 |  1x8+2x4,Up to 1x16 |  2x8 |  1x8+2x4,Up to 1x16 |  2x8 |  1x8+2x4,Up to 1x16 |  2x8 |  1x8+2x4,1x4 |  2x2 |  1x2+2x1 and 4x1,Up to 1x16 |  2x8 |  1x8+2x4,Up to 1x16 |  2x8 |  1x8+2x4,Up to 1x16 |  2x8 |  1x8+2x4,Up to 1x16 |  2x8 |  1x8+2x4,Up to 1x16 |  2x8 |  1x8+2x4,Up to 1x16 |  2x8 |  1x8+2x4,1x16 |  2x8 |  1x8+2x4,1x16 |  2x8 |  1x8+2x4,1x4 |  2x2 |  1x2+2x1 and 4x1,1x16 |  2x8 |  1x8+2x4,1x16 |  2x8 |  1x8+2x4,1x16 |  2x8 |  1x8+2x4,1x16 |  2x8 |  1x8+2x4,1x16 |  2x8 |  1x8+2x4,1x16 |  2x8 |  1x8+2x4,Up to 1x16 |  2x8 |  1x8+2x4,Up to 1x16 |  2x8 |  1x8+2x4,Up to 1x16 |  2x8 |  1x8+2x4,Up to 1x16 |  2x8 |  1x8+2x4,Up to 1x16 |  2x8 |  1x8+2x4,Up to 1x16 |  2x8 |  1x8+2x4,1x4 |  2x2 |  1x2+2x1 and 4x1,1x4 |  2x2 |  1x2+2x1 and 4x1,1x16 | 2x8 | 1x8+2x4,1x4 |  2x2 |  1x2+2x1 and 4x1,1x4 |  2x2 |  1x2+2x1 and 4x1,1x4 |  2x2 |  1x2+2x1 and 4x1,1x4 |  2x2 |  1x2+2x1 and 4x1,1x4 |  2x2 |  1x2+2x1 and 4x1,1x4 |  2x2 |  1x2+2x1 and 4x1,1x4 |  2x2 |  1x2+2x1 and 4x1,x2 | x4 | x8,x2 | x4 | x8,x2 | x4 | x8,x2 | x4 | x8,x2 | x4 | x8,x2 | x4 | x8,x2 | x4 | x8,x2 | x4 | x8,x2 | x4 | x8,x2 | x4,x2 | x4 | x8,x2 | x4 | x8,x2 | x4 | x8,x2 | x4 | x8,x2 | x4 | x8,Up to 1x16 |  2x8 |  1x8+2x4,1x16 |  2x8 |  1x8+2x4

Package Specifications
Sockets Supported,FCLGA3647,FCLGA3647,FCLGA3647,FCLGA3647,FCLGA3647,FCLGA3647,FCLGA3647,FCLGA3647,FCLGA3647,FCLGA3647,FCLGA3647,FCLGA3647,FCLGA3647,FCLGA3647,FCLGA3647,FCLGA3647,FCLGA3647,FCLGA3647,FCLGA3647,FCLGA3647,FCLGA3647,FCLGA3647,FCLGA3647,FCLGA3647,FCLGA3647,FCLGA3647,FCLGA3647,FCLGA2066,FCLGA2066,FCBGA1356 | FC-BGA1356,FCBGA1515,FCBGA1515,FCLGA1151,FCLGA1151,LGA1248,LGA1248,LGA1248,LGA1248,FCBGA1667,FCBGA1667,FCBGA1667,FCBGA1667,FCBGA1667,FCBGA1283,FCBGA1283,FCLGA3647,FCLGA3647,FCLGA3647,FCLGA3647,FCLGA3647,FCLGA3647,FCLGA3647,FCLGA3647,FCLGA3647,FCLGA3647,FCLGA3647,FCLGA3647,FCLGA2066,FCLGA2066,FCLGA3647,FCLGA3647,FCLGA3647,FCLGA3647,FCLGA3647,FCLGA3647,FCLGA2066,FCLGA3647,FCLGA3647,FCBGA1356 | FC-BGA1356,FCBGA1356 | FC-BGA1356,FCBGA1356 | FC-BGA1356,FCBGA1356,FCLGA2066,FCLGA2066,FCLGA2066,FCLGA3647,FCLGA3647,FCLGA3647,FCLGA3647,FCLGA2066,FCLGA1151,FCLGA1151,FCLGA1151,FCLGA1151,FCLGA1151,FCLGA1151,FCLGA2066,FCLGA2066,FCLGA2066,FCLGA2066,FCLGA2066,FCLGA2066,FCLGA2066,SVLCLGA3647,SVLCLGA3647,SVLCLGA3647,FCBGA1090,FCBGA1090,FCBGA1090,FCBGA1090,FCBGA1090,FCBGA1090,FCLGA2066,FCBGA2270,FCBGA2270,FCBGA2270,FCLGA1151,FCBGA1440,FCLGA1151,FCBGA1356,VF2BGA361,VF2BGA361,FCBGA1296,FCBGA1296,FCBGA1296,FCBGA1356 | FPBGA1356,FCBGA1356 | FPBGA1356,FCBGA1356 | FPBGA1356,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA1151,FCLGA1151,FCLGA1151,FCBGA1440,FCLGA1151,FCBGA1440,FCBGA1440,FCLGA1151,FCLGA1151,FCLGA1151,FCBGA1440,VF2BGA361,VF2BGA361,FCBGA1515,FCLGA1151,FCLGA1151,FCLGA1151,FCLGA1151,FCLGA1151,FCLGA1151,FCBGA1440,FCLGA1151,FCLGA1151,FCLGA1151,FCLGA1151,FCBGA1440,FCLGA1151,FCLGA1151,,FCLGA1151,FCBGA1515,FCBGA1440,FCBGA1440,FCBGA1440,FCLGA1151,FCLGA1151,FCBGA1440,FCLGA1151,FCLGA1151,FCBGA1356 | FPBGA1356,FCLGA1151,FCLGA1151,FCLGA1151,FCLGA1151,FCLGA1151,FCLGA1151,FCLGA1151,FCLGA1151,FCLGA1151,FCBGA1440,FCBGA1440,FCLGA1151,,,FCBGA1440,FCBGA1356,FCBGA1356,FCBGA1515,FCBGA1356,FCBGA1356,FCBGA1356,,FCBGA1310,FCBGA1310,FCBGA1310,FCBGA1310,FCBGA1310,FCBGA1310,FCBGA1310,FCBGA1310,FCBGA1310,FCBGA1310,FCBGA1310,FCBGA1310,FCBGA1310,FCBGA1310,FCBGA1310,FCBGA1440,FCLGA1151
TCASE,81°C,81°C,71°C,86°C,89°C,85°C,76°C,74°C,86°C,76°C,91°C,85°C,86°C,89°C,92°C,87°C,79°C,82°C,84°C,87°C,71°C,85°C,85°C,85°C,85°C,89°C,89°C,,,,,,,,,,,,,,,,,,,77°C,86°C,94°C,93°C,77°C,92°C,78°C,77°C,89°C,90°C,78°C,76°C,,,87°C,87°C,87°C,87°C,86°C,87°C,,76°C,75°C,,,,,65,65,68,87°C,92°C,90°C,91°C,,,,,,,,,,,70,64,64,66,77°C,72°C,72°C,,,,,,,,,,,,,,,,,100°C,103°C,98°C,,,,,79°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82°C,83°C,89°C,87°C,90°C,85°C,78°C,78°C,85°C,89°C,83°C,83°C,84°C,86°C,78°C,,
Package Size,76.0mm x 56.5mm,76.0mm x 56.5mm,76.0mm x 56.5mm,76.0mm x 56.5mm,76.0mm x 56.5mm,76.0mm x 56.5mm,76.0mm x 56.5mm,76.0mm x 56.5mm,76.0mm x 56.5mm,76.0mm x 56.5mm,76.0mm x 56.5mm,76.0mm x 56.5mm,76.0mm x 56.5mm,76.0mm x 56.5mm,76.0mm x 56.5mm,76.0mm x 56.5mm,76.0mm x 56.5mm,76.0mm x 56.5mm,76.0mm x 56.5mm,76.0mm x 56.5mm,76.0mm x 56.5mm,76.0mm x 56.5mm,76.0mm x 56.5mm,76.0mm x 56.5mm,76.0mm x 56.5mm,76.0mm x 56.5mm,76.0mm x 56.5mm,,,42mm X 24mm,20mm X 16.5mm,20mm X 16.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,,,,,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,34 mm x 28 mm,34 mm x 28 mm,76.0mm x 56.5mm,76.0mm x 56.5mm,76.0mm x 56.5mm,76.0mm x 56.5mm,76.0mm x 56.5mm,76.0mm x 56.5mm,76.0mm x 56.5mm,76.0mm x 56.5mm,76.0mm x 56.5mm,76.0mm x 56.5mm,76.0mm x 56.5mm,76.0mm x 56.5mm,,,88.0mm x 56.5mm,88.0mm x 56.5mm,88.0mm x 56.5mm,88.0mm x 56.5mm,88.0mm x 56.5mm,88.0mm x 56.5mm,,76.0mm x 56.5mm,76.0mm x 56.5mm,42mm X 24mm,42mm X 24mm,42mm X 24mm,42mm X 24mm,45mm x 52.5mm,45mm x 52.5mm,45mm x 52.5mm,88.0mm x 56.5mm,76.0mm x 56.5mm,76.0mm x 56.5mm,76.0mm x 56.5mm,,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,,,,45mm x 52.5mm,45mm x 52.5mm,45mm x 52.5mm,45mm x 52.5mm,,,,25mm x 24mm,25mm x 24mm,25mm x 24mm,25mm x 24mm,25mm x 24mm,25mm x 24mm,45mm x 52.5mm,31mm x 58.5mm,31mm x 58.5mm,31mm x 58.5mm,37.5mm x 37.5mm,42mm x 28mm,37.5mm x 37.5mm,42mm X 24mm,,,24mm x 31mm,24mm x 31mm,24mm x 31mm,42mm X 24mm,42mm X 24mm,42mm X 24mm,45mm x 52.5mm,45mm x 52.5mm,45mm x 52.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,42mm x 28 mm,37.5mm x 37.5mm,42mm x 28mm,42mm x 28mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,42mm x 28 mm,,,20mm X 16.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,42mm x 28mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,42mm x 28mm,37.5mm x 37.5mm,37.5mm x 37.5mm,42mm x 28mm,37.5mm x 37.5mm,20.5mm X 16.5mm,42mm x 28mm,42mm x 28mm,42mm x 28mm,37.5mm x 37.5mm,37.5mm x 37.5mm,42mm x 28mm,37.5mm x 37.5mm,37.5mm x 37.5mm,42mm X 24mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,42mm x 28mm,42mm x 28mm,37.5mm x 37.5mm,42x24x1.3,42x24x1.3,42mm x 28mm,42x24x1.3,42x24x1.3,20mm X 16.5mm,42x24x1.3,42x24x1.3,42x24x1.3,42mm X 24mm,34 mm x 28 mm,34 mm x 28 mm,34 mm x 28 mm,34 mm x 28 mm,34 mm x 28 mm,34 mm x 28 mm,34 mm x 28 mm,34 mm x 28 mm,34 mm x 28 mm,34 mm x 28 mm,34 mm x 28 mm,34 mm x 28 mm,34 mm x 28 mm,34 mm x 28 mm,34 mm x 28 mm,42mm x 28mm,37.5mm x 37.5mm
Max CPU Configuration,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,1,1,,,,,,,1,,,1,1,1,1,1,1,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,2,8,2,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Thermal Solution Specification,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCG 2017X,PCG 2017X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCG 2017X,PCG 2017X,,,,,,,PCG 2017X,,,,,,,,,,,,,,PCG 2017X,PCG 2015D (130W),PCG 2015D (130W),PCG 2015C (65W),PCG 2015C (65W),PCG 2015C (65W),PCG 2015D (130W),PCG 2017X,PCG 2017X,PCG 2017X,,,,,,,,105 deg C,105 deg C,105 deg C,,105°C,,,,,,,,,,,,,,,,,,,,,PCG 2015A (35W),PCG 2015A (35W),PCG 2015C (65W),,,,,PCG 2015C (65W),PCG 2015D (130W),,,,,,PCG 2015C (65W),PCG 2015C (65W),PCG 2015C (65W),PCG 2015C (65W),PCG 2015A (35W),PCG 2015A (35W),,PCG 2015C (65W),PCG 2015C (65W),PCG 2015C (65W),PCG 2015C (65W),,PCG 2015A (35W),PCG 2015C (65W),,PCG 2015C (65W),,,,,PCG 2015A (35W),PCG 2015A (35W),,,,,,,,,,,PCG 2015C (65W),PCG 2015A (35W),PCG 2015A (35W),,,PCG 2015D (130W),,,,,,,,,,,,,,,,,,,,,,,,,,,
